Name,Ident,Duplicate
Lucipara's                    ,"Extract P, Reis 8a, pp. 81-100",0  
Lucipara's                    ,"Extract P, Reis 8b, pp 101-108",0  
Ludlow Castle                 ,NMM ADM/L/L240                ,0  
Lynn                          ,NMM ADM/L/A266                ,0  
Lynx                          ,MAR_D23905_2696               ,0  
Lynx                          ,NMM ADM/L/L160                ,0  
Lynx                          ,NMM ADM/L/L273                ,0  
Maarsen                       ,ADM_177_2396                  ,0  
Maarseveen                    ,AAN_1229_112                  ,0  
Maas                          ,MAR_D23905_2748               ,0  
Maas                          ,MAR_D23905_2749               ,0  
Maas                          ,"Extract 1+, Reis 7            ",1  
Maas Nijmph                   ,"Extract H, Reis 06, pp. 222-24",0  
Maasnimph                     ,ADM_177_1215                  ,0  
Macqueen                      ,NMM LOG/C/71                  ,0  
MAGALLANES                    ,"MS. 272, doc 1                ",0  
Magdalena                     ,Extract B                     ,0  
Magdalena                     ,"Extract B, Reis 01c, p.20-28  ",0  
Magdalena                     ,"Extract B, Reis 1             ",0  
MAGDALENA                     ,MS. 1623                      ,0  
Magdalena                     ,"Extract B, Reis 01a, p.2-9    ",1  
Magdalena                     ,"Extract B, Reis 01b, p.10-19  ",1  
MAGDALENA                     ,MS. 2020                      ,1  
Magicienne                    ,NMM ADM/L/M16B                ,0  
Magnanime                     ,NMM ADM/L/M206                ,0  
Majestic                      ,NMM ADM/L/M204                ,0  
Majestic                      ,NMM WAR/6                     ,0  
Malabar                       ,NMM ADM/L/M286                ,0  
Manilla                       ,NMM ADM/L/M106A               ,0  
Margaretha en Maria           ,"Extract M, Reis 32, pp 104-107",0  
Margaretha Simonette          ,"Extract M, Reis 39, pp159-183 ",0  
Maria                         ,"Extract B, Reis 13            ",0  
Maria                         ,"Extract L, Reis 2             ",0  
Maria                         ,"Extract W, Reis 21. pp 156    ",0  
Maria Elisabeth               ,"Extract Z, Reis 20            ",0  
Maria Elisabeth               ,"Extract Z, Reis 7             ",0  
Maria Magdalena               ,"CORREOS, 194B R10             ",0  
Maria Magdalena               ,"CORREOS, 194B R9              ",0  
Maria Magdalena               ,MS. 2021                      ,0  
Maria Reigersbergen           ,MAR_D23905_3654               ,0  
Maria Reigersbergen           ,MAR_D23905_3655               ,0  
Maria Reigersbergen           ,MAR_D23905_3658               ,0  
Marij-Goddard                 ,"Extract H, Reis 06, pp. 201-22",0  
Marlborough                   ,BL L/MAR/B/602H               ,0  
MARQUESA DE BALVUENA          ,MS. 178                       ,0  
Marquis of Lansdowne          ,BL L/MAR/B/373B               ,0  
Mars                          ,ADM_177_1171                  ,0  
MARTE                         ,MS. 958                       ,0  
Martin                        ,NMM ADM/L/M14                 ,0  
Martin                        ,NMM ADM/L/M16B                ,0  
Martin                        ,NMM ADM/L/M73                 ,0  
Medea                         ,NMM ADM/L/M157                ,0  
Mediator                      ,NMM ADM/L/M14                 ,0  
Medusa                        ,NMM ADM/L/M109                ,0  
Medway                        ,NMM ADM/L/M126                ,0  
Medway                        ,NMM ADM/L/M130                ,0  
Medway                        ,NMM ADM/L/M134                ,0  
Meermin                       ,"Extract T, Reis 6             ",0  
Meermin                       ,MAR_D23905_3056               ,0  
Meermin                       ,MAR_D23905_3058               ,0  
Meermin                       ,MAR_D23905_3059               ,0  
Meermin                       ,MAR_D23905_3061               ,0  
Melampus                      ,MAR_D23905_3064               ,0  
Melville Castle               ,NMM CLU/11                    ,0  
Menado                        ,"Extract W, Reis 11, pp.91-95  ",0  
Mentor                        ,"Extract O, Reis 13, p.113-122 ",0  
Mentor                        ,VOC_152_11437                 ,0  
Merapi                        ,"Extract V, Reis 9, pp. 77-82  ",0  
Mercator                      ,"Extract G, Reis 38            ",0  
Mercator                      ,"Extract G, Reis 39            ",0  
Mercator                      ,"Extract H, Reis 5, pp 99-124  ",0  
MERCURIO                      ,MS. 2281                      ,0  
Mercurius                     ,MCC_20_744                    ,0  
Mercurius                     ,MCC_20_748                    ,0  
Mercurius                     ,MCC_20_752                    ,0  
Mercurius                     ,MCC_20_758                    ,0  
Mercury                       ,NMM ADM/L/M151                ,0  
Mercury                       ,NMM ADM/L/M156                ,0  
Mercury                       ,NMM ADM/L/M158                ,0  
Mercuur                       ,MAR_D23905_3092               ,0  
Mercuur                       ,MAR_D23905_3093               ,0  
Mercuur                       ,MAR_D23905_3094               ,0  
Merlin                        ,NMM ADM/L/M157                ,0  
Merlin                        ,NMM ADM/L/M166                ,0  
Merlin                        ,NMM ADM/L/M289A               ,0  
Mermaid                       ,NMM ADM/L/M176                ,0  
Mermaid                       ,NMM ADM/L/M177                ,0  
Mermaid                       ,NMM ADM/L/M179                ,0  
Merwede                       ,"Extract M, Reis 27, pp. 66-77 ",0  
Middelburg                    ,ADM_1113_9                    ,0  
Middelburgs Welvaren          ,MCC_20_775                    ,0  
Middelburgs Welvaren          ,MCC_20_781                    ,0  
Middelburgs Welvaren          ,MCC_20_787                    ,0  
Minerva                       ,NMM ADM/L/M109                ,0  
Minerva                       ,NMM ADM/L/M158                ,0  
MI—O                          ,MS. 111/DOC4                  ,0  
MI—O                          ,MS. 243                       ,0  
MI—O                          ,MS. 111/DOC4                  ,1  
Monarca                       ,NMM ADM/L/M16B                ,0  
Monmouth                      ,NMM ADM/L/M158                ,0  
Monmouth                      ,NMM ADM/L/M16B                ,0  
Montague                      ,NMM ADM/L/M13                 ,0  
Montreal                      ,NMM ADM/L/M166                ,0  
Morning Star                  ,NMM ADM/L/M13                 ,0  
Na Sa DE ARANZAZU             ,MS. 2193                      ,0  
Na Sa DE LA PIEDAD            ,"MS. 099, doc 2                ",0  
Na Sa DE LOS DOLORES          ,MS. 159 (3)                   ,0  
Na Sa DE LOS DOLORES          ,MS. 415                       ,0  
Na Sa DE LOS DOLORES          ,MS. 179 (1)                   ,1  
Na Sa DE LOS DOLORES          ,MS. 159 (3)                   ,2  
Na Sa DEL CARMEN              ,MS. 245                       ,0  
Na Sa DEL CARMEN (EL GRIEGO)  ,MS. 933                       ,0  
Na Sa DEL ROSARIO             ,MS. 272 DOC 15                ,0  
Na Sa DEL ROSARIO             ,MS. 413                       ,0  
"Na Sa DEL ROSARIO, (LA PAZ)   ",MS. 1779                      ,0  
Na Sa DEL VALLE               ,MS. 243                       ,0  
Naiade                        ,NMM ADM/L/N2B                 ,0  
Namur                         ,NMM ADM/L/N17                 ,0  
Narcissus                     ,NMM ADM/L/N2B                 ,0  
NaSa DEL ROSARIO (LA NUMANCIA),MS. 215                       ,0  
"NaSa DEL ROSARIO,STMA TRINIDAD",MS. 272 DOC 15                ,0  
Nassau                        ,"Extract L, Reis 6             ",0  
Nassau-Weilburgh              ,ADM_193_25                    ,0  
Nautilus                      ,NMM ADM/L/N172                ,0  
Nautilus                      ,NMM ADM/L/N53b                ,0  
Nederlands Welvaren           ,MMR_WAE191                    ,0  
Nederwaard                    ,"Extract E, Reis 03, p19-27    ",0  
Neerlands IndiÎ               ,"Extract M, Reis 26, pp 58     ",0  
Neerlands Koning              ,"Extract B, Reis 10            ",0  
Neerlands Koning              ,"Extract B, Reis 18            ",0  
Neerlands Koning              ,"Extract L, Reis 1             ",0  
Nehalennia                    ,MAR_D23905_3277               ,0  
Nehalennia                    ,MAR_D23905_3278               ,0  
Nehalennia                    ,"Extract T, Reis 18            ",1  
Neptune                       ,NMM ADM/L/N69b                ,0  
Nereide                       ,NMM ADM/L/N53b                ,0  
Nereide                       ,NMM ADM/L/N69b                ,0  
Newcastle                     ,NMM ADM/L/N101                ,0  
Newcastle                     ,PRO ADM 51/3315               ,0  
Nieuw Lekkerland              ,Extract Y                     ,0  
Nieuw Lekkerland              ,"Extract Y, pp. 46-49          ",0  
Nieuw Lekkerland              ,"Extract Y, Reis 29            ",0  
Nieuw Lekkerland              ,"Extract Z, Reis 11            ",0  
Nieuw Lekkerland              ,"Extract Z, Reis 24            ",0  
Nieuw Lekkerland              ,"Extract Z, Reis 6             ",0  
Nieuwe Hoop                   ,MCC_20_830                    ,0  
Nieuwe Hoop                   ,MCC_20_837                    ,0  
Nieuwe Hoop                   ,MCC_20_842                    ,0  
Nieuwe Hoop                   ,MCC_20_858                    ,0  
Niger                         ,NMM ADM/L/N113                ,0  
Niger                         ,NMM ADM/L/N172                ,0  
Nisus                         ,NMM RUSI/NM/180/10            ,0  
Nisus                         ,NMM RUSI/NM/180/9             ,0  
Nisus                         ,NMM RUSI/NM/80/11             ,0  
No. 12                        ,Cote - 4/JJ/32                ,0  
No. 3                         ,Cote - 4/JJ/13                ,0  
No. 8                         ,Cote - 4/JJ/32                ,0  
Noordbeveland                 ,AAN_1229_145                  ,0  
Northumberland                ,BL L/MAR/B/141                ,0  
Northumberland                ,BL L/MAR/B/141D               ,0  
Northumberland                ,BL L/MAR/B/141E               ,0  
Northumberland                ,BL L/MAR/B/141F               ,0  
Norwich                       ,NMM ADM/L/N189                ,0  
Norwich                       ,NMM ADM/L/N88                 ,0  
Nymphe                        ,ADM_190_3                     ,0  
Nymphe                        ,NMM ADM/L/N210                ,0  
Olivier van Noord             ,"Extract C, Reis 6, pp. 91-105 ",0  
Onverwagt                     ,FAM_C22253_3                  ,0  
Oost-IndiÎ Packet             ,"Extract O, Reis 10, p. 74-83  ",0  
Orangezaal                    ,ADM_177_1153                  ,0  
Orangezaal                    ,ADM_177_1239                  ,0  
Otter                         ,NMM ADM/L/O58                 ,0  
Oud Haarlem                   ,VOC_152_11422                 ,0  
Oud Nederland                 ,"Extract G, p142-168           ",0  
Palembang                     ,"Extract T, Reis 4             ",0  
Palembang                     ,"Extract X, Reis 2             ",0  
Palembang                     ,MAR_D23905_2266               ,0  
Palembang                     ,"Extract T, Reis 11            ",1  
Palembang                     ,"Extract T, Reis 2             ",1  
Pallas                        ,MAR_D23905_2554               ,0  
Pallas                        ,MAR_D23905_3555               ,0  
Pallas                        ,NMM ADM/L/P265                ,0  
Panter                        ,"Extract X, Reis 3             ",0  
Panter                        ,MAR_D23905_3562               ,0  
Panter                        ,MAR_D23905_3564               ,0  
Panter                        ,"Extract T, Reis 8             ",1  
Panther                       ,ADM_177_1213                  ,0  
Panther                       ,NMM ADM/L/P19                 ,0  
Panther                       ,NMM ADM/L/P23                 ,0  
Panther                       ,NMM ADM/L/P25                 ,0  
Panther                       ,NMM ADM/L/P26                 ,0  
Panther                       ,NMM ADM/L/P27                 ,0  
Pearl                         ,NMM ADM/L/P44                 ,0  
Pearl                         ,NMM ADM/L/P45                 ,0  
Pecering                      ,A2419(1)_1-300                ,0  
Pegasus                       ,MAR_D23905_3580               ,0  
Pelham                        ,BL L/MAR/B/607C               ,0  
Penelope                      ,NMM SPN 10                    ,0  
Penelope                      ,NMM SPN/9                     ,0  
Penzance                      ,NMM ADM/L/P209                ,0  
Penzance                      ,NMM ADM/L/P93                 ,0  
Penzance                      ,NMM ADM/L/P96                 ,0  
PERPETUA                      ,MS. 2024                      ,0  
Perseus                       ,NMM ADM/L/P143                ,0  
Perseverence                  ,BL L/MAR/B/255C               ,0  
Perseverence                  ,BL L/MAR/B/255D               ,0  
Perseverence                  ,BL L/MAR/B/255E               ,0  
Perseverence                  ,BL L/MAR/B/255F               ,0  
Phaeton                       ,NMM ADM/L/P109                ,0  
Philadelphia                  ,MCC_20_891                    ,0  
Philadelphia                  ,MCC_20_896                    ,0  
Philadelphia                  ,MCC_20_903                    ,0  
Philadelphia                  ,MCC_20_910                    ,0  
Philadelphia                  ,MCC_20_916                    ,0  
Philadelphia                  ,MCC_20_922                    ,0  
Phoenix                       ,"Extract X, Reis 4             ",0  
Phoenix                       ,FAM_1136_4                    ,0  
Phoenix                       ,NMM ADM/L/P130                ,0  
Piet Heijn                    ,MAR_D23318_27                 ,0  
Piet Heijn                    ,MAR_D23318_55                 ,0  
Plancius                      ,"Extract T, Reis 23            ",0  
Plancius                      ,"Extract T, Reis 25            ",0  
Plancius                      ,"Extract T, Reis 25a,pp.255-263",0  
Plancius                      ,"Extract T, Reis 29            ",0  
Pluto                         ,MAR_D23318_128                ,0  
Pluto                         ,NMM ADM/L/P143                ,0  
Pocock                        ,BL L/MAR/B/498A               ,0  
PODEROSO                      ,MS. 1621                      ,0  
PODEROSO                      ,MS. 2235                      ,0  
PODEROSO                      ,MS. 630                       ,0  
PODEROSO                      ,MS. 153 (3)                   ,1  
PODEROSO                      ,MS. 1621                      ,1  
PODEROSO                      ,MS. 408                       ,2  
PODEROSO                      ,MS. 2235                      ,3  
PODEROSO                      ,MS. 1621                      ,4  
Polanen                       ,AAN_-_1304                    ,0  
Polanen                       ,GAA_Bibliotheek_M165          ,0  
Polanen                       ,AAN_-_1304                    ,1  
Pollux                        ,ADM_177_1212                  ,0  
Pollux                        ,MAR_D23318_23                 ,0  
Pollux                        ,MAR_D23905_3601               ,0  
Pollux                        ,VOC_152_11439                 ,0  
Pomona                        ,NMM ADM/L/P170                ,0  
Portland                      ,NMM ADM/L/P209                ,0  
Portland                      ,NMM ADM/L/P210                ,0  
Portland                      ,NMM ADM/L/P211                ,0  
Postillon                     ,MAR_D23905_3916               ,0  
Poulette                      ,NMM ADM/L/P241                ,0  
Preston                       ,NMM ADM/L/P265                ,0  
Prince Ernest                 ,NMM LOG/M44                   ,0  
Prince George                 ,BL L/MAR/B/575A               ,0  
Prince Henry                  ,NMM ADM/L/P410                ,0  
Prince Rupert                 ,PRO BH1 1599                  ,0  
Prince Rupert                 ,PRO BH1 1600                  ,0  
Prince Rupert                 ,PRO BH1 1601                  ,0  
Prince Rupert                 ,PRO BH1 1602                  ,0  
Princes Carolina              ,ADM_177_1157                  ,0  
Princes Carolina              ,ADM_177_1158                  ,0  
Princes Louisa                ,ADM_177_2415                  ,0  
Princes Maria Louisa          ,ADM_177_3371                  ,0  
Princes Royal Frederique      ,ADM_177_2417                  ,0  
Princess Amelia               ,NMM ADM/L/P211                ,0  
Princess Augusta              ,BL L/MAR/B/590A               ,0  
Princess Augusta              ,BL L/MAR/B/590C               ,0  
Princess Augusta              ,BL L/MAR/B/590D               ,0  
PRINCIPE                      ,"CORREOS, 191A R4              ",0  
PRINCIPE                      ,"CORREOS, 191A R5              ",0  
PRINCIPE                      ,"CORREOS, 191A R6              ",0  
PRINCIPE                      ,"CORREOS, 191A R7              ",0  
PRINCIPE                      ,"CORREOS, 191A R8              ",0  
PRINCIPE                      ,"CORREOS, 191B R1              ",0  
PRINCIPE                      ,"CORREOS, 191B R2              ",0  
PRINCIPE                      ,"CORREOS, 274A R1              ",0  
PRINCIPE                      ,"CORREOS, 274A R10             ",0  
PRINCIPE                      ,"CORREOS, 274A R11             ",0  
PRINCIPE                      ,"CORREOS, 274A R12             ",0  
PRINCIPE                      ,"CORREOS, 274A R13             ",0  
PRINCIPE                      ,"CORREOS, 274A R14             ",0  
PRINCIPE                      ,"CORREOS, 274A R15             ",0  
PRINCIPE                      ,"CORREOS, 274A R16             ",0  
PRINCIPE                      ,"CORREOS, 274A R2              ",0  
PRINCIPE                      ,"CORREOS, 274A R3              ",0  
PRINCIPE                      ,"CORREOS, 274A R4              ",0  
PRINCIPE                      ,"CORREOS, 274A R5              ",0  
PRINCIPE                      ,"CORREOS, 274A R6              ",0  
PRINCIPE                      ,"CORREOS, 274A R7              ",0  
PRINCIPE                      ,"CORREOS, 274A R8              ",0  
PRINCIPE                      ,"CORREOS, 274A R9              ",0  
Prins Frederik                ,ADM_195_81                    ,0  
Prins Frederik                ,ADM_195_83                    ,0  
Prins Frederik                ,MAR_D23905_1419               ,0  
Prins Frederik                ,MAR_D23905_1423               ,0  
Prins Frederik                ,MAR_D23905_1419               ,1  
Prins Frederik Hendrik        ,MAR_D23905_1418               ,0  
Prins Hendrik                 ,"Extract M, Reis 2             ",0  
Prins Van Oranje              ,"Extract V, Reis 3             ",0  
Prins van Oranje              ,MAR_D23905_3475               ,0  
Prins Veldmaarschalk          ,"Extract 15+, Reis 56          ",0  
Prins Veldmaarschalk          ,"Extract H, Reis 07, pp. 246-27",0  
Prins Veldmaarschalk          ,"Extract H, Reis 4             ",0  
Prins Willem V                ,MCC_20_962                    ,0  
Prins Willem V                ,MCC_20_968                    ,0  
Prins Willem V                ,MCC_20_973                    ,0  
Prins Willem V                ,MCC_20_994                    ,0  
Prins Willem V                ,MCC_20_999                    ,0  
Prinses Marianne              ,"Extract B, Reis 12            ",0  
Prinses Marianne              ,"Extract C, Reis 19, pp.242-250",0  
Propatria                     ,GAD_156_2                     ,0  
Propatria                     ,GAD_156_7                     ,0  
Proserpina                    ,MAR_D23318_107                ,0  
Proserpine                    ,NMM ADM/L/P268                ,0  
Proteus                       ,"Extract G, Reis 49, p190-216  ",0  
Proteus                       ,"Extract G, Reis 50, p190-216  ",0  
Prothee                       ,NMM ADM/L/P446                ,0  
Prudent                       ,NMM ADM/L/P143                ,0  
Prudent                       ,NMM ADM/L/P444                ,0  
Prudent                       ,NMM ADM/L/P446                ,0  
PURISIMA CONCEPCI”N           ,MS. 2554                      ,0  
PURISIMA CONCEPCI”N           ,MS. 969                       ,0  
Pylades                       ,NMM ROB/7                     ,0  
Quebec                        ,NMM ADM/L/Q1                  ,0  
Quebec                        ,NMM ADM/L/Q2                  ,0  
Queen                         ,BL L/MAR/B/356F               ,0  
Queen                         ,BL L/MAR/B/356H               ,0  
Queen Charlotte               ,NIWI-F-1576                   ,0  
Queen Charlotte               ,PRO BH1 1626                  ,0  
Queen Charlotte               ,PRO BH1 1627                  ,0  
Queen Charlotte               ,PRO BH1 1628                  ,0  
Queenborough                  ,NMM ADM/L/Q22                 ,0  
Racehorse                     ,NMM ADM/L/R1                  ,0  
Rainbow                       ,NMM ADM/L/R13                 ,0  
Rainbow                       ,NMM ADM/L/R8                  ,0  
Raisonable                    ,NMM ADM/L/R28                 ,0  
Raisonable                    ,NMM ADM/L/R60                 ,0  
Ramilles                      ,NMM ADM/L/R60                 ,0  
Ramilles                      ,NMM LOG/N/R/32                ,0  
Rattler                       ,NMM ADM/L/R61                 ,0  
Rattlesnake                   ,NMM ADM/L/R57                 ,0  
Rattlesnake                   ,NMM ADM/L/R60                 ,0  
Rattlesnake                   ,NMM ADM/L/R61                 ,0  
Raven                         ,NMM ADM/L/R65                 ,0  
Raymond                       ,BL L/MAR/B/453A               ,0  
Raymond                       ,BL L/MAR/B/453B               ,0  
Regulus                       ,NMM ADM/L/R81                 ,0  
Regulus                       ,NMM LOG/N/R/16                ,0  
Reliance                      ,NMM ADM/L/R73                 ,0  
Reliance                      ,NMM ADM/L/R79B                ,0  
Rembrandt van Rhijn           ,"Extract O, Reis 03, p. 14a-19a",0  
Rendier                       ,I-043                         ,0  
Renown                        ,NMM ADM/L/R75                 ,0  
Renown                        ,NMM ADM/L/R78                 ,0  
Repulse                       ,NMM LOG/C/70                  ,0  
RESOLUCION Y AVENTURA         ,MS. 272 DOC 13                ,0  
Resolution                    ,NMM ADM/L/R99                 ,0  
Resolution                    ,NMM Beaglehole                ,0  
Resource                      ,NMM ADM/L/R84                 ,0  
Revolutie                     ,FAM_C22253_7                  ,0  
Revolutie                     ,MAR_D23318_58                 ,0  
Rhijn                         ,"Extract M, Reis 25. pp 271-279",0  
Rhijn                         ,"Extract O, Reis 2             ",0  
Rhijn                         ,"Extract O, Reis 4. pp. 37     ",0  
Rhoon en Pendrecht            ,"Extract D, Reis 4a            ",0  
Rhoon en Pendrecht            ,"Extract D, Reis 4b            ",0  
Rhoon en Pendrecht            ,"Extract W, Reis 20            ",0  
Rippon                        ,NMM ADM/L/R381                ,0  
Rippon                        ,NMM ADM/L/R99                 ,0  
RL. CARLOS                    ,MS. 1491                      ,0  
Romney                        ,NMM ADM/L/J147                ,0  
Romney                        ,NMM ADM/L/R199                ,0  
Romney                        ,NMM ADM/L/R205                ,0  
Rose                          ,NMM ADM/L/R216                ,0  
Rose                          ,NMM LOG/C23                   ,0  
Rotterdam                     ,ADM_177_1177                  ,0  
Rotterdam                     ,"Extract B, Reis 11            ",0  
Rotterdam                     ,"Extract B, Reis 8             ",0  
Rotterdam                     ,"Extract T, Reis 12            ",0  
Rotterdam                     ,"Extract T, Reis 7             ",0  
Rotterdam                     ,MAR_D23905_3696               ,0  
Rotterdams Welvaren           ,"Extract D, Reis 1             ",0  
Rotterdams Welvaren           ,"Extract D, Reis 1, p34-42     ",0  
Royal Admiral                 ,BL L/MAR/B/338F               ,0  
Royal Charlotte               ,BL L/MAR/B/150J               ,0  
Royal Charlotte               ,BL L/MAR/B/150K               ,0  
Royal Charlotte               ,BL L/MAR/B/150L               ,0  
Royal George                  ,BL L/MAR/B/17D                ,0  
Ruby                          ,NMM ADM/L/R328                ,0  
Ruby                          ,NMM ADM/L/R331                ,0  
Ruby                          ,NMM ADM/L/R99                 ,0  
Rupel                         ,HUA_498_24_14                 ,0  
Rupel                         ,MAR_D23905_3845               ,0  
Rupel                         ,MAR_D23905_3847               ,0  
Saldanha                      ,NMM ADM/L/S8                  ,0  
Salisbury                     ,BL L/MAR/B/478C               ,0  
Salisbury                     ,NMM ADM/L/S29                 ,0  
Salisbury                     ,NMM ADM/L/S33                 ,0  
Saltash                       ,NMM ADM/L/S39                 ,0  
Saltash                       ,NMM ADM/L/S40                 ,0  
Sambre                        ,"Extract 17+, Reis 20          ",0  
Sambre                        ,MAR_D23905_3948               ,0  
SAN ANTONIO                   ,MS. 620                       ,0  
SAN ANTONIO                   ,MS. 099 DOC 5                 ,1  
SAN CARLOS                    ,"MS. 271, doc 16               ",0  
SAN D¡MASO                    ,MS. 153 (2)                   ,0  
SAN D¡MASO                    ,MS. 213                       ,0  
SAN D¡MASO                    ,MS. 213                       ,1  
San Fernando                  ,"CORREOS, 193B R1              ",0  
San Fernando                  ,"CORREOS, 193B R11             ",0  
San Fernando                  ,"CORREOS, 193B R2              ",0  
San Fernando                  ,"CORREOS, 193B R3              ",0  
San Fernando                  ,"CORREOS, 193B R4              ",0  
San Fernando                  ,"CORREOS, 193B R5              ",0  
San Fernando                  ,"CORREOS, 193B R6              ",0  
San Fernando                  ,"CORREOS, 193B R7              ",0  
San Fernando                  ,"CORREOS, 193B R8              ",0  
San Fernando                  ,"CORREOS, 193B R9              ",0  
SAN FRANCISCO XAVIER          ,MS. 241                       ,0  
SAN GIL                       ,MS. 180                       ,0  
SAN ISIDORO                   ,MS. 2506_014                  ,0  
SAN JAIME (EL VALENCIANO)     ,MS. 179 (3)                   ,0  
SAN JOSE                      ,MS. 156 DOC 002               ,0  
SAN JOSE                      ,MS. 156 DOC 004               ,0  
SAN JOSE EL PERUANO           ,"MS. 271, doc 11               ",0  
SAN JOSEF                     ,MS. 406                       ,0  
SAN JOSEPH                    ,MS. 172 (1)                   ,0  
SAN JOSEPH (PODEROSO)         ,MS. 2005                      ,0  
SAN JUAN BAUTISTA             ,MS. 245                       ,0  
SAN JULIAN                    ,MS. 168 (2)                   ,0  
SAN JULIAN                    ,MS. 2057                      ,0  
SAN JULIAN                    ,MS. 235                       ,1  
SAN JULIAN                    ,MS. 626                       ,2  
SAN JULIAN                    ,MS. 2022                      ,3  
SAN JUSTO                     ,MS. 1689                      ,0  
SAN LORENZO                   ,MS. 936                       ,0  
SAN LORENZO                   ,MS. 271 DOC 9                 ,1  
SAN LORENZO                   ,MS. 952                       ,2  
SAN PABLO (ALIAS LA FAVORITA) ,MS. 179 (2)                   ,0  
SAN PASCUAL                   ,MS. 1689                      ,0  
SAN PEDRO                     ,MS. 344 DOC 6 (1)             ,0  
SAN PEDRO APOSTOL             ,MS. 344 DOC 6(4)              ,0  
SAN PEDRO DE ALCANTARA        ,MS. 176 (23)                  ,0  
SAN PEDRO DE ALCANTARA        ,MS. 941                       ,0  
San Pedro y San Pablo         ,"CORREOS, 192B R1              ",0  
SAN PIO                       ,"MS. 099, doc 3                ",0  
SAN RAFAEL                    ,MS. 110 DOC 5                 ,0  
SAN RAFAEL                    ,MS. 110 DOC 5 (2)             ,0  
SAN RAFAEL                    ,MS. 110 DOC 5 (3)             ,0  
SAN RAFAEL                    ,MS. 111 DOC 2 (1)             ,0  
SAN RAFAEL                    ,MS. 111 DOC 2 (2)             ,0  
SAN RAFAEL                    ,MS. 272  DOC 5                ,0  
SAN VICENTE                   ,MS. 110 DOC 3                 ,0  
SAN VICENTE                   ,MS. 1689                      ,0  
Sandwich                      ,BL L/MAR/B/606B               ,0  
Sans Parcil                   ,NMM ADM/L/S76                 ,0  
SANT JOSEPH                   ,MS. 173 (3)                   ,0  
SANTA ANA                     ,MS. 168 (6)                   ,0  
SANTA BALVINA                 ,MS. 1625                      ,0  
SANTA BALVINA                 ,MS. 219                       ,1  
SANTA B¡RBARA                 ,MS. 110 DOC 6                 ,0  
SANTA BIBIANA                 ,MS. 152                       ,0  
SANTA CASILDA Y SANTA EULALIA ,MS. 616bis                    ,0  
SANTA CLARA                   ,MS. 2251                      ,0  
SANTA ELENA                   ,MS. 1689                      ,0  
SANTA EULALIA                 ,MS. 164                       ,0  
SANTA GERTRUDIS               ,MS. 110 DOC 4                 ,0  
SANTA GERTRUDIS               ,MS. 172 (3)                   ,0  
SANTA GERTRUDIS               ,MS. 2253                      ,0  
SANTA LUCIA                   ,MS. 735 BIS                   ,0  
SANTA MARGARITA               ,MS. 173 (5)                   ,0  
SANTA MARGARITA               ,MS. 958                       ,1  
SANTA MARÕA DE LA CAVEZA      ,MS. 1521                      ,0  
SANTA MARÕA DE LA CAVEZA      ,MS. 615                       ,1  
SANTA MARIA MAGDALENA         ,MS. 1795                      ,0  
SANTA MARIA MAGDALENA         ,MS. 627                       ,1  
SANTA PERPETUA                ,MS. 204                       ,0  
SANTA ROSALÕA                 ,MS. 173 (3)                   ,0  
SANTA ROSALÕA                 ,MS. 1772                      ,0  
SANTA TERESA                  ,MS. 1621                      ,0  
SANTA TERESA (ALIAS DRAGON)   ,MS. 2087                      ,0  
SANTA TERESA DE JES⁄S         ,MS. 170                       ,0  
SANTIAGO                      ,MS. 272 DOC 8                 ,0  
SANTISIMA TRINIDAD            ,MS. 272 DOC 15                ,0  
SANTISIMO SACRAMENTO          ,"MS. 099, doc 2                ",0  
SANTO CRISTO DEL CALVARIO     ,MS. 245                       ,0  
SANTO DOMINGO                 ,MS. 173 (1)                   ,0  
SANTO DOMINGO                 ,MS. 204                       ,0  
SANTO DOMINGO                 ,MS. 522                       ,0  
SANTO DOMINGO                 ,MS. 173 (1)                   ,1  
SANTO DOMINGO                 ,MS. 2235                      ,1  
SANTO DOMINGO                 ,MS. 173 (2)                   ,2  
SANTO DOMINGO                 ,MS. 522                       ,3  
Saparoea                      ,MAR_D23905_3951               ,0  
Saphire                       ,NMM ADM/L/S243                ,0  
Sara Johanna                  ,"Extract B, Reis 2             ",0  
Sara Lydia                    ,"Extract B, Reis 11            ",0  
Sara Lydia                    ,"Extract B, Reis 9             ",0  
Scarborough                   ,NMM ADM/L/S543                ,0  
Sceptre                       ,NMM ADM/L/S175                ,0  
Schagen                       ,HUA_280                       ,0  
Schiedam                      ,ADM_177_1158                  ,0  
Schiedam                      ,FAM_C22253_2                  ,0  
Schiedam                      ,MNL_Walvisarchief_1           ,0  
Schiedam                      ,MNL_Walvisarchief_2           ,0  
Scholtenburg                  ,VOC_152_5134                  ,0  
Schorpioen                    ,"Extract M, Reis 28, pp. 78-79 ",0  
Scipio                        ,ADM_177_1229                  ,0  
Scipio                        ,ADM_177_1256                  ,0  
Scipio                        ,MAR_D23318_21                 ,0  
Scorpion                      ,NMM ADM/L/S181                ,0  
Scorpion                      ,NMM ADM/L/S186                ,0  
Scorpion                      ,NMM ADM/L/S382                ,0  
Scourge                       ,NMM ADM/L/S188                ,0  
Seaford                       ,NMM ADM/L/S202                ,0  
Seaford                       ,NMM ADM/L/S203                ,0  
Seaford                       ,NMM ADM/L/S205                ,0  
Seahorse                      ,NMM ADM/L/S184                ,0  
