Name,Ident,Duplicate
El Patagon                    ,"CORREOS, 194A R5              ",0  
El Patagon                    ,"CORREOS, 194A R6              ",0  
El Patagon                    ,"CORREOS, 194A R7              ",0  
El Patagon                    ,"CORREOS, 194A R8              ",0  
EL PATAGON                    ,"CORREOS, 274B R1              ",0  
EL PATAGON                    ,"CORREOS, 274B R10             ",0  
EL PATAGON                    ,"CORREOS, 274B R11             ",0  
EL PATAGON                    ,"CORREOS, 274B R2              ",0  
EL PATAGON                    ,"CORREOS, 274B R3              ",0  
EL PATAGON                    ,"CORREOS, 274B R4              ",0  
EL PATAGON                    ,"CORREOS, 274B R5              ",0  
EL PATAGON                    ,"CORREOS, 274B R6              ",0  
EL PATAGON                    ,"CORREOS, 274B R7              ",0  
EL PATAGON                    ,"CORREOS, 274B R8              ",0  
EL PATAGON                    ,"CORREOS, 274B R9              ",0  
EL PINZON                     ,"CORREOS, 279B R8              ",0  
EL PIZARRO                    ,"CORREOS, 193A R1              ",0  
EL PIZARRO                    ,"CORREOS, 193A R2              ",0  
EL PIZARRO                    ,"CORREOS, 269A R1              ",0  
EL PIZARRO                    ,"CORREOS, 269A R2              ",0  
EL PIZARRO                    ,"CORREOS, 269A R3              ",0  
EL PIZARRO                    ,"CORREOS, 269A R4              ",0  
EL PIZARRO                    ,"CORREOS, 269B R10             ",0  
EL PIZARRO                    ,"CORREOS, 269B R11             ",0  
EL PIZARRO                    ,"CORREOS, 269B R12             ",0  
EL PIZARRO                    ,"CORREOS, 269B R13             ",0  
EL PIZARRO                    ,"CORREOS, 269B R14             ",0  
EL PIZARRO                    ,"CORREOS, 269B R15             ",0  
EL PIZARRO                    ,"CORREOS, 269B R16             ",0  
EL PIZARRO                    ,"CORREOS, 269B R8              ",0  
EL PIZARRO                    ,"CORREOS, 269B R9              ",0  
El Quiros                     ,"CORREOS, 192A R6              ",0  
EL QUIROS                     ,"CORREOS, 271B R17             ",0  
EL QUIROS                     ,"CORREOS, 271B R18             ",0  
EL QUIROS                     ,"CORREOS, 271B R19             ",0  
EL QUIROS                     ,"CORREOS, 271B R20             ",0  
EL RAYO                       ,MS. 1689                      ,0  
El Real Carlos                ,"CORREOS, 194B R5              ",0  
EL REL¡MPAGO                  ,MS. 168 (4)                   ,0  
EL REL¡MPAGO                  ,MS. 1758                      ,0  
El Rey                        ,"CORREOS, 194B R8              ",0  
EL REY                        ,"CORREOS, 273A R1              ",0  
EL REY                        ,"CORREOS, 273A R10             ",0  
EL REY                        ,"CORREOS, 273A R11             ",0  
EL REY                        ,"CORREOS, 273A R12             ",0  
EL REY                        ,"CORREOS, 273A R13             ",0  
EL REY                        ,"CORREOS, 273A R14             ",0  
EL REY                        ,"CORREOS, 273A R15             ",0  
EL REY                        ,"CORREOS, 273A R16             ",0  
EL REY                        ,"CORREOS, 273A R17             ",0  
EL REY                        ,"CORREOS, 273A R2              ",0  
EL REY                        ,"CORREOS, 273A R3              ",0  
EL REY                        ,"CORREOS, 273A R4              ",0  
EL REY                        ,"CORREOS, 273A R5              ",0  
EL REY                        ,"CORREOS, 273A R6              ",0  
EL REY                        ,"CORREOS, 273A R7              ",0  
EL REY                        ,"CORREOS, 273A R8              ",0  
EL REY                        ,"CORREOS, 273A R9              ",0  
EL REY                        ,"CORREOS, 273B R1              ",0  
EL REY                        ,"CORREOS, 273B R2              ",0  
EL REY                        ,"CORREOS, 273B R3              ",0  
EL REY                        ,"CORREOS, 273B R4              ",0  
EL REY                        ,"CORREOS, 273B R5              ",0  
EL REY                        ,"CORREOS, 273B R6              ",0  
EL SEPTENTRI”N                ,MS. 162 (3)                   ,0  
El Tucuman                    ,"CORREOS, 195B R8              ",0  
EL TUCUMAN                    ,"CORREOS, 271A R1              ",0  
EL TUCUMAN                    ,"CORREOS, 271A R3              ",0  
EL TUCUMAN                    ,"CORREOS, 271A R4              ",0  
EL TUCUMAN                    ,"CORREOS, 271A R6              ",0  
EL TUCUMAN                    ,"CORREOS, 271A R7              ",0  
Elephant                      ,NMM AUS/4                     ,0  
Elisabeth                     ,"Extract W, Reis 10            ",0  
Elise                         ,HUA_498_24_14                 ,0  
Eliza                         ,"Extract M, Reis 30, pp. 91-95 ",0  
Eliza                         ,NMM WDR/1/2                   ,0  
Eliza Susanna                 ,"Extract B, Reis 3             ",0  
Eltham                        ,NMM ADM/L/E95                 ,0  
Emerald                       ,NMM ADM/L/E99                 ,0  
Endeavour                     ,Beaglehole C4752              ,0  
Enterprise                    ,NMM ADM/L/E12B                ,0  
Eolus                         ,"Extract B, Reis 6             ",0  
Essex                         ,BL L/MAR/B/229L               ,0  
Estafette                     ,"Extract M, Reis 42,pp.210     ",0  
Etna                          ,MAR_D23905_1296               ,0  
Euphrates                     ,BL L/MAR/B/262A               ,0  
Euphrates                     ,BL L/MAR/B/262B               ,0  
Euridice                      ,MAR_D23905_1306               ,0  
Euridice                      ,MAR_D23905_1308               ,0  
Euridice                      ,MAR_D23905_1309               ,0  
Euridice                      ,MAR_D23905_1311               ,0  
Europa                        ,"Extract 15+, Reis 16 p. 9-12  ",0  
Europa                        ,"Extract E, Reis 01, p1-9      ",0  
Europa                        ,"Extract W, Reis 9             ",0  
EUROPA                        ,"MS. 271, doc 22               ",0  
Europa                        ,NMM ADM/L/E148b               ,0  
Europa                        ,NMM ADM/L/E155                ,0  
Euryalus                      ,NMM ADM/L/E200                ,0  
Expedition                    ,NMM ADM/L/E14                 ,0  
Experiment                    ,NMM ADM/L/E196a               ,0  
Experiment                    ,NMM ADM/L/E198                ,0  
Fairy                         ,NMM ADM/L/F1                  ,0  
Fairy                         ,NMM ADM/L/F117                ,0  
Falcon                        ,NMM ADM/L/F230                ,0  
Falcon                        ,NMM ADM/L/F5                  ,0  
Falcon                        ,NMM ADM/L/F7                  ,0  
Falkland                      ,NMM ADM/L/F24                 ,0  
Falkland                      ,NMM ADM/L/F25                 ,0  
Falmouth                      ,NMM ADM/L/F42                 ,0  
Fanny                         ,FAM_C22253_11                 ,0  
Fanny                         ,FAM_C22253_12                 ,0  
Favourite                     ,NMM ADM/L/F59                 ,0  
Favourite                     ,NMM ADM/L/F63                 ,0  
FENIX                         ,MS. 210                       ,0  
FENIX                         ,MS. 1789                      ,1  
Ferret                        ,NMM ADM/L/F169                ,0  
Ferret                        ,NMM ADM/L/F70A                ,0  
Flora                         ,NMM ADM/L/F7                  ,0  
Flores                        ,MAR_D23905_1420               ,0  
Florida                       ,PRO ADM 51/3838               ,0  
Formosa                       ,"Extract X, Reis 10            ",0  
Formosa                       ,"Extract X, Reis 12, p 43-58   ",0  
Fowey                         ,NMM ADM/L/F205                ,0  
Fox                           ,NMM ADM/L/F216                ,0  
Fox                           ,NMM ADM/L/F218                ,0  
Frankendaal                   ,1-266_S431(7)                 ,0  
Frankendaal                   ,1-274_S431(8)                 ,0  
Freden                        ,KVABS Ms. Dalman J.F.         ,0  
Friedrich                     ,GAD_156_15                    ,0  
GALLARDO                      ,MS. 1793                      ,0  
GALLARDO                      ,MS. 1796                      ,1  
GALLARDO                      ,MS. 2087                      ,2  
GALLARDO                      ,MS. 878                       ,3  
Ganges                        ,NMM ADM/L/G8                  ,0  
Ganges                        ,NMM MLN/101/3                 ,0  
Garland                       ,NMM ADM/L/G200                ,0  
Gedeh                         ,MAR_D23905_1637               ,0  
Geertruida                    ,MAR_D23318_40                 ,0  
Geertuijda en Christina       ,MCC_20_429                    ,0  
General Coote                 ,BL L/MAR/B/441A               ,0  
General Coote                 ,BL L/MAR/B/441B               ,0  
General Elliot                ,NMM MLN/2                     ,0  
George IV                     ,LOG/C/2                       ,0  
Georgina                      ,BL L/MAR/B/156D               ,0  
Georgina                      ,BL L/MAR/B/156E               ,0  
Georgina                      ,BL L/MAR/B/156F               ,0  
Gibraltar                     ,NMM ADM/L/G203                ,0  
Gibraltar                     ,NMM ADM/L/G25                 ,0  
Gibraltar                     ,NMM ADM/L/G30                 ,0  
Gier                          ,MAR_D23905_1721               ,0  
Glasgow                       ,NMM ADM/L/G34                 ,0  
Glasgow                       ,NMM ADM/L/G35                 ,0  
Glasgow                       ,NMM ADM/L/G38                 ,0  
Glasgow                       ,NMM PLT/17                    ,0  
Glatton                       ,BL L/MAR/B/172F               ,0  
Glatton                       ,BL L/MAR/B/172G               ,0  
Glatton                       ,NMM UPN/51                    ,0  
Glatton                       ,NMM UPN/6                     ,0  
Glory                         ,NMM ADM/L/G44                 ,0  
Goede Intentie                ,MMR_H692                      ,0  
Goede Trouw                   ,VOC_152_11429                 ,0  
Gorgon                        ,NMM ADM/L/G66A                ,0  
Gosport                       ,NMM ADM/L/G76                 ,0  
Gosport                       ,NMM ADM/L/G78                 ,0  
Gˆtha Leijon                  ,GUB.SOKA.H-22-3 (1291)        ,0  
Gouverneur Elsevier           ,"Extract O, Reis 16, p.151-159 ",0  
Gouverneur Generaal de Klerk  ,VOC_152_11427                 ,0  
Gouverneur Generaal De Klerk  ,VOC_152_5141                  ,0  
Grafton                       ,NMM ADM/L/G100                ,0  
Grafton                       ,NMM ADM/L/G101                ,0  
Grafton                       ,NMM ADM/L/G207                ,0  
Grampus                       ,NMM ADM/L/G114                ,0  
Grampus                       ,NMM ADM/L/G30                 ,0  
GRANIZO                       ,MS. 2024                      ,0  
Greenwich                     ,NMM ADM/L/G126                ,0  
Greenwich                     ,NMM ADM/L/G154                ,0  
Grenadier                     ,MCC_20_461                    ,0  
Grenadier                     ,MCC_20_467                    ,0  
Greyhound                     ,NMM ADM/L/G136                ,0  
Greyhound                     ,NMM ADM/L/G140B               ,0  
Greyhound                     ,NMM ADM/L/G142                ,0  
Griffin                       ,BL L/MAR/B/603A               ,0  
Griffin                       ,NMM ADM/L/G149                ,0  
Guadaloupe                    ,NMM ADM/L/G153                ,0  
Guardian                      ,NMM ADM/L/rusi/nm/235/er/7/3/ ,0  
Guernsey                      ,NMM ADM/L/G190                ,0  
Haarlemmerhout                ,ADM_177_2388                  ,0  
Haarlemmerhout                ,ADM_193_45                    ,0  
Haarlemmerhout                ,ADM_193_5                     ,0  
Haast U Langzaam              ,MCC_20_511                    ,0  
Haast U Langzaam              ,MCC_20_523                    ,0  
Haast U Langzaam              ,MCC_20_537                    ,0  
Haast U Langzaam              ,MCC_20_542                    ,0  
Haay                          ,"Extract V, Reis 7, pp. 55-60  ",0  
Haay                          ,MAR_D23905_1830               ,0  
Hampshire                     ,NMM ADM/L/H20                 ,0  
Hampshire                     ,NMM ADM/L/H21                 ,0  
Hannach                       ,ADM_181_IX-3                  ,0  
Hannibal                      ,NMM ADM/L/H166                ,0  
Hannibal                      ,NMM ADM/L/H43                 ,0  
Harrier                       ,NMM ADM/L/H54                 ,0  
Havick                        ,ADM_181_1                     ,0  
Havick                        ,ADM_181_IX-3                  ,0  
Havick                        ,NMM ADM/L/H92                 ,0  
Hebe                          ,NMM ADM/L/H94                 ,0  
Hecla                         ,"Extract 17+, Reis 23          ",0  
Hector                        ,BL L/MAR/B/486A               ,0  
Hector                        ,NMM ADM/L/4/109               ,0  
Hector                        ,NMM ADM/L/H112B               ,0  
Hector                        ,NMM ADM/L/H118                ,0  
Heldin                        ,MAR_D23905_2021               ,0  
Heldin                        ,"Extract T, Reis 14            ",1  
Hendrika                      ,"Extract C, Reis 13, p187-197  ",0  
Henriette Clasina             ,"Extract B, Reis 4             ",0  
Henriette Clasina             ,"Extract L, Reis 5             ",0  
Henriette Clasina             ,"Extract M, Reis 35 pp. 125-132",0  
Hercules                      ,GAA_Bibliotheek_M165          ,0  
Hercules                      ,GAA_Bibliotheek_M951_53       ,0  
HERCULES                      ,MS. 1846                      ,0  
HERCULES                      ,MS. 494                       ,0  
Hercules                      ,GAA_Bibliotheek_M951_54       ,1  
Hermes                        ,NMM ADM/L/H160                ,0  
Heroine                       ,NMM ADM/L/H145                ,0  
Hester                        ,NMM ADM/L/W162                ,0  
Heureux                       ,NMM ADM/L/H92                 ,0  
Hind                          ,NMM ADM/L/H153                ,0  
Hind                          ,NMM ADM/L/H156                ,0  
Hind                          ,NMM ADM/L/H157                ,0  
Hippomenes                    ,"Extract M, Reis 29, pp. 87-90 ",0  
Hippomenes                    ,MAR_D23905_2108               ,0  
Hippomenes                    ,MAR_D23905_2109               ,0  
Hippomenes                    ,"Extract M, Reis 29, pp. 82-90 ",1  
Hoop                          ,GAS_Hs_K47_2                  ,0  
Hoop                          ,GAS_Hs_K47_3                  ,0  
Hoop                          ,GAS_Hs_K47_5                  ,0  
Hoop                          ,GAS_Hs_K47_6                  ,0  
Hoop                          ,GAS_Hs_K47_7                  ,0  
Hope                          ,NMM ADM/L/H121                ,0  
Hornet                        ,NMM ADM/L/H163                ,0  
Hornet                        ,NMM ADM/L/H166                ,0  
Hornet                        ,NMM ADM/L/H167                ,0  
Hornet                        ,NMM ADM/L/H43                 ,0  
Hound                         ,NMM ADM/L//H171               ,0  
Hound                         ,NMM ADM/L/H155                ,0  
Hound                         ,NMM ADM/L/H172                ,0  
Hound                         ,NMM ADM/L/H174                ,0  
Hound                         ,NMM ADM/L/H182                ,0  
Hound                         ,NMM ADM/L/H54                 ,0  
Humber                        ,NMM ADM/L/H182                ,0  
Hunter                        ,NMM ADM/L/H186                ,0  
Huzaar                        ,MAR_D23905_2157               ,0  
Ilchester                     ,BL L/MAR/B/601B               ,0  
Imperieuse                    ,NMM ADM/L/J50                 ,0  
Inconnu-1                     ,Cote - 4/JJ/39                ,0  
Inconnu-2                     ,Cote - 5/JJ/168-1             ,0  
India                         ,"Extract B, Reis 14. pp. 231   ",0  
India                         ,"Extract C, Reis 10, p.162-169 ",0  
India                         ,"Extract L, Reis 4             ",0  
Infanta                       ,"CORREOS, 191A R1              ",0  
Infanta                       ,"CORREOS, 191A R2              ",0  
Infanta                       ,"CORREOS, 191A R3              ",0  
Infanta                       ,"CORREOS, 191B R3              ",0  
Infanta                       ,"CORREOS, 191B R4              ",0  
Infanta                       ,"CORREOS, 191B R5              ",0  
Infanta                       ,"CORREOS, 191B R6              ",0  
Infanta                       ,"CORREOS, 191B R7              ",0  
Infanta                       ,"CORREOS, 191B R8              ",0  
Infanta                       ,"CORREOS, 191B R9              ",0  
INFANTE                       ,"CORREOS, 273B R12             ",0  
INFANTE                       ,"CORREOS, 273B R13             ",0  
INFANTE                       ,"CORREOS, 273B R14             ",0  
Inglis                        ,NMM DUD/10                    ,0  
Inglis                        ,NMM DUD/2                     ,0  
Inglis                        ,NMM DUD/3                     ,0  
Inglis                        ,NMM DUD/4                     ,0  
Inglis                        ,NMM DUD/5                     ,0  
Inglis                        ,NMM DUD/6                     ,0  
Inglis                        ,NMM DUD/7                     ,0  
Inglis                        ,NMM DUD/8                     ,0  
Inglis                        ,NMM DUD/9                     ,0  
Inspector                     ,NMM ADM/L/J65                 ,0  
Intrepid                      ,NMM ADM/L/J78                 ,0  
Intrepid                      ,NMM ADM/L/J81                 ,0  
Iphigenia                     ,NMM ADM/L/J100                ,0  
Irene                         ,MAR_D23905_2187               ,0  
Irene                         ,MAR_D23905_2189               ,0  
Iris                          ,MAR_D23318_80                 ,0  
Iris                          ,MAR_D23905_2191               ,0  
Isis                          ,NMM ADM/L/J131                ,0  
Isis                          ,NMM ADM/L/J132                ,0  
Isis                          ,NMM ADM/L/J14                 ,0  
JACINTA                       ,1177 (242).1                  ,0  
Jacob Roggeveen               ,"Extract P, Reis 12, p212-222  ",0  
Jacoba                        ,Extract Y                     ,0  
Jacoba Maurina                ,"Extract C, Reis 17, pp.209-237",0  
Jacobus                       ,"Extract E, Reis 05, p.39-42   ",0  
Jacobus                       ,"Extract W, Reis 22. pp 164-182",0  
Jamaica                       ,NMM ADM/L/J4                  ,0  
Jamaica                       ,NMM ADM/L/J5                  ,0  
Jan Daniel                    ,"Extract 15+, Reis 57          ",0  
Jan Daniel                    ,"Extract T, Reis 02, pp.12-21  ",0  
Jan en Cornelis               ,ADM_190_4                     ,0  
Janus                         ,NMM ADM/L/J14                 ,0  
Janus                         ,NMM ADM/L/J17                 ,0  
Jason                         ,ADM_177_1176                  ,0  
Jason                         ,ADM_193_20                    ,0  
Jason                         ,MAR_D23905_2225               ,0  
Jason                         ,NMM ADM/L/J18                 ,0  
Jason                         ,NMM ADM/L/J24                 ,0  
Java Koerier                  ,"Extract O, Reis 09, p. 63-74  ",0  
Java Koerier                  ,"Extract O, Reis 14, p.122-131 ",0  
Javaan                        ,"Extract O, Reis 22            ",0  
Javaan                        ,"Extract P, Reis 4, pp. 40-49  ",0  
Javaan                        ,MAR_D23905_2264               ,0  
Jerusalem                     ,HUA_280                       ,0  
Joan de Witt                  ,MAR_D23318_102                ,0  
Johanna                       ,"Extract B, Reis 16            ",0  
Jonge Jan                     ,GAA_Bibliotheek_M951_56       ,0  
Jonge Lieve                   ,AAN_1229_1831                 ,0  
Juno                          ,ADM_177_3374                  ,0  
Juno                          ,ADM_177_3378                  ,0  
Jupiter                       ,NMM ADM/L/J147                ,0  
Jupiter                       ,NMM ADM/L/J149                ,0  
Kemphaan                      ,ADM_177_1198                  ,0  
Kemphaan                      ,ADM_177_1201                  ,0  
Kemphaan                      ,ADM_177_1219                  ,0  
Kemphaan                      ,FAM_1207_1                    ,0  
Kemphaan                      ,FAM_1207_3                    ,0  
Kemphaan                      ,FAM_1207_4                    ,0  
Kenau Hasselaar               ,ADM_180_VII-2                 ,0  
Kennington                    ,NMM ADM/L/K6                  ,0  
Kent                          ,BL L/MAR/B/41B                ,0  
Kent                          ,BL L/MAR/B/41C                ,0  
Kent                          ,NMM ADM/L/K20B                ,0  
King George III               ,PRO BH1 1545                  ,0  
Kingfisher                    ,NMM ADM/L/K33A                ,0  
Koerier                       ,MAR_D23905_2318               ,0  
Koerier                       ,MAR_D23905_2319               ,0  
Koerier                       ,MAR_D23905_2320               ,0  
Koerier                       ,MAR_D23905_2322               ,0  
Koerier                       ,MAR_D23905_2323               ,0  
Komeet                        ,MAR_D23905_2349               ,0  
Komeet                        ,MAR_D23905_2350               ,0  
Komeet                        ,MAR_D23905_2351               ,0  
Koning Willem II              ,"Extract Z, Reis 25            ",0  
Kortenaer                     ,"Extract E, Reis 04, p28-38    ",0  
Kroonprincesse Maria          ,MMR_VOC_H97                   ,0  
L' Esperance                  ,F-1574                        ,0  
LA ASTREA                     ,MS. 526                       ,0  
LA ATREVIDA                   ,MS. 271                       ,0  
LA ATREVIDA                   ,"MS. 271, doc 11               ",0  
LA ATREVIDA                   ,"MS. 271,doc 18                ",0  
La Belette                    ,Cote - 4/JJ/10                ,0  
La Belle Poule                ,Cote - 4/JJ/39                ,0  
La Bergere                    ,Cote - 4/JJ/23                ,0  
La Boussole                   ,NIWI-F-1573                   ,0  
La Cantabria                  ,"CORREOS, 195A R1              ",0  
La Cantabria                  ,"CORREOS, 195A R1 bis          ",0  
La Cantabria                  ,"CORREOS, 195A R10             ",0  
La Cantabria                  ,"CORREOS, 195A R2              ",0  
La Cantabria                  ,"CORREOS, 195A R3              ",0  
La Cantabria                  ,"CORREOS, 195A R4              ",0  
La Cantabria                  ,"CORREOS, 195A R5              ",0  
La Cantabria                  ,"CORREOS, 195A R6              ",0  
La Cantabria                  ,"CORREOS, 195A R7              ",0  
La Cantabria                  ,"CORREOS, 195A R8              ",0  
La Cantabria                  ,"CORREOS, 195A R9              ",0  
La Capriciense                ,Cote - 4/JJ/33                ,0  
La Cassares                   ,Cote - 4/JJ/202               ,0  
La Coulisse                   ,Cote - 4/JJ/23                ,0  
La DanaÈ                      ,Cote - 4/JJ/22                ,0  
La Dedaigneuse                ,Cote - 4/JJ/39                ,0  
LA DESCUBIERTA                ,MS. 168 (5)                   ,0  
LA DESCUBIERTA                ,MS. 92B_14                    ,1  
LA DESCUBIERTA Y ATREVIDA     ,MS. 93_001                    ,0  
La DesirÈe                    ,Cote - 4/JJ/35                ,0  
La DesirÈe                    ,Cote - 4/JJ/36                ,0  
La Diana                      ,"CORREOS, 195B R1              ",0  
La Diana                      ,"CORREOS, 195B R12             ",0  
La Diana                      ,"CORREOS, 195B R2              ",0  
La Diana                      ,"CORREOS, 195B R3              ",0  
La Diana                      ,"CORREOS, 195B R4              ",0  
La Diana                      ,"CORREOS, 195B R5              ",0  
La Diana                      ,"CORREOS, 195B R6              ",0  
La Diana                      ,"CORREOS, 195B R7              ",0  
La Diana                      ,"CORREOS, 195B R9              ",0  
LA DIANA                      ,"CORREOS, 273B R10             ",0  
LA DIANA                      ,"CORREOS, 273B R8              ",0  
La Diane                      ,Cote - 4/JJ/13                ,0  
La Durance                    ,Cote - 4/JJ/35                ,0  
La Elourdie                   ,Cote - 4/JJ/39                ,0  
La Favorite                   ,Cote - 4/JJ/25                ,0  
LA FENIX                      ,MS. 321_021                   ,0  
La Fleur de Lys               ,Cote - 4/JJ/22                ,0  
La Flore                      ,NIWI-F-1581                   ,0  
La Fortune                    ,Cote - 4/JJ/22                ,0  
La Gironde                    ,Cote - 4/JJ/9                 ,0  
La Graciense                  ,Cote - 4/JJ/33                ,0  
LA INFANTA                    ,"CORREOS, 273B R11             ",0  
LA JUNO                       ,MS. 1689                      ,0  
La Lamproie                   ,Cote - 4/JJ/13                ,0  
La Lamproye                   ,Cote - 4/JJ/36                ,0  
LA LIEBRE                     ,"MS. 271,doc 08                ",0  
LA LIEBRE                     ,MS. 943                       ,0  
La Loir                       ,Cote - 4/JJ/35                ,0  
La Loire                      ,Cote - 4/JJ/32                ,0  
LA LORETO                     ,MS. 735 BIS                   ,0  
La Lourde                     ,Cote - 4/JJ/35                ,0  
LA MASCANIN y LA CASTRIES     ,"MS. 271, doc 21               ",0  
La MÈnagÈre                   ,Cote - 4/JJ/23                ,0  
LA MOSCA                      ,MS. 2280                      ,0  
La Nourrice                   ,Cote - 4/JJ/23                ,0  
LA ORBE                       ,"MS. 271, doc 15               ",0  
LA PERLA                      ,MS. 1846                      ,0  
La Perle                      ,Cote - 4/JJ/23                ,0  
La Petite Fortune             ,Cote - 4/JJ/9                 ,0  
La Pintade                    ,Cote - 4/JJ/13                ,0  
La Pomone                     ,Cote - 4/JJ/22                ,0  
La Poulette                   ,Cote - 4/JJ/26                ,0  
LA PRINCESA                   ,"CORREOS, 192A R1              ",0  
LA PRINCESA                   ,"CORREOS, 192A R2              ",0  
LA PRINCESA                   ,"CORREOS, 192A R3              ",0  
LA PRINCESA                   ,"CORREOS, 192A R4              ",0  
LA PRINCESA                   ,"CORREOS, 192A R5              ",0  
LA PRINCESA                   ,"CORREOS, 192A R7              ",0  
LA PRINCESA                   ,"CORREOS, 192B R4              ",0  
LA PRINCESA                   ,"CORREOS, 192B R5              ",0  
LA PRINCESA                   ,"CORREOS, 195A R7              ",0  
LA PRINCESA                   ,"CORREOS, 195B R13             ",0  
LA PRINCESA                   ,"CORREOS, 276B R5              ",0  
LA PRINCESA                   ,MS. 732                       ,0  
La Seine                      ,Cote - 4/JJ/12                ,0  
La Seine                      ,Cote - 4/JJ/23                ,0  
La Seine                      ,Cote - 4/JJ/9                 ,0  
LA SUERTE                     ,MS. 879                       ,0  
LA SUERTE (SAN FCO JAVIER)    ,MS. 879                       ,0  
La Terpsicore                 ,Cote - 4/JJ/23                ,0  
La Tourterelle                ,Cote - 4/JJ/23                ,0  
LA VENUS                      ,MS. 167                       ,0  
LABORDE                       ,1340(36).5 y 1340 (36).6      ,0  
L'Actif                       ,Cote - 4/JJ/13                ,0  
L'actionnaire                 ,Cote - 4/JJ/39                ,0  
L'Aimable                     ,NMM ADM/L/A251                ,0  
L'aimable Marie Anne          ,Cote - 4/JJ/10                ,0  
L'Ambition                    ,Cote - 4/JJ/22                ,0  
Lancaster                     ,NMM ADM/L/L110                ,0  
Lancaster                     ,NMM ADM/L/L17                 ,0  
Landskroon                    ,VOC_152_5133                  ,0  
Lansdown                      ,BL L/MAR/B/373C               ,0  
Lansier                       ,MAR_D23905_2578               ,0  
Lapwing                       ,BL L/MAR/B/475C               ,0  
Lapwing                       ,NMM ADM/L/L19                 ,0  
L'Aquillon                    ,Cote - 4/JJ/22                ,0  
Lark                          ,NMM ADM/L/L30                 ,0  
Lark                          ,NMM ADM/L/L34                 ,0  
Lascelles                     ,BL L/MAR/B/408B               ,0  
Lascelles                     ,BL L/MAR/B/408C               ,0  
Laurel                        ,NMM ADM/L/L163                ,0  
Laurel                        ,NMM ADM/L/L55                 ,0  
Le Aigle                      ,Cote - 4/JJ/9                 ,0  
Le Amphitrite                 ,Cote - 4/JJ/39                ,0  
Le Barbeau                    ,Cote - 4/JJ/36                ,0  
Le Bizarre                    ,Cote - 4/JJ/9                 ,0  
Le Bizarre                    ,Cote - 4/JJ/9                 ,1  
Le Chariot Royal              ,Cote - 4/JJ/12                ,0  
Le Chariot Royal              ,Cote - 4/JJ/9                 ,0  
Le Danube                     ,Cote - 4/JJ/23                ,0  
Le DesirÈ                     ,Cote - 4/JJ/23                ,0  
Le Etoile                     ,Cote - 4/JJ/35                ,0  
Le Furet                      ,Cote - 4/JJ/12                ,0  
Le Leopard                    ,Cote - 4/JJ/22                ,0  
Le Oiseau                     ,Cote - 4/JJ/23                ,0  
Le Paquebot                   ,Cote - 4/JJ/13                ,0  
Le Parham                     ,Cote - 4/JJ/9                 ,0  
Le ProthÈe                    ,Cote - 4/JJ/9                 ,0  
Le Rhinoceros                 ,Cote - 4/JJ/9                 ,0  
Le RhÛne                      ,Cote - 4/JJ/35                ,0  
Le Rossignol                  ,Cote - 4/JJ/23                ,0  
Le Salomon                    ,Cote - 4/JJ/9                 ,0  
Le Saumon                     ,Cote - 4/JJ/35                ,0  
Le Serin                      ,Cote - 4/JJ/39                ,0  
Le Triton                     ,Cote - 4/JJ/9                 ,0  
Le Vaillans                   ,Cote - 4/JJ/39                ,0  
Le Valeur                     ,Cote - 4/JJ/9                 ,0  
Le Vicomte de Choiseuil       ,Cote - 4/JJ/9                 ,0  
Le Zephir                     ,Cote - 4/JJ/22                ,0  
Leocadia                      ,NMM ADM/L/L113                ,0  
L'Etoile                      ,Cote - 4/JJ/32                ,0  
Levant                        ,NMM ADM/L/L101                ,0  
Levant                        ,NMM ADM/L/L102                ,0  
Leviathan                     ,NMM ADM/L/L108                ,0  
L'Experiment                  ,Cote - 4/JJ/10                ,0  
L'Heureux                     ,Cote - 4/JJ/9                 ,0  
L'Hipocrite                   ,Cote - 4/JJ/36                ,0  
LIEBRE                        ,MS. 2251                      ,0  
LIEBRE                        ,MS. 965                       ,0  
LIEBRE                        ,MS. 156 DOC 001               ,1  
Lilly                         ,NMM ADM/L/L163                ,0  
Lilly                         ,NMM ADM/L/L55                 ,0  
L'Indiscrette                 ,Cote - 4/JJ/23                ,0  
L'isis                        ,Cote - 4/JJ/23                ,0  
Lively                        ,NMM ADM/L/L155                ,0  
Lively                        ,NMM ADM/L/L240                ,0  
Liverpool                     ,NMM ADM/L/L167                ,0  
Liverpool                     ,NMM ADM/L/L168                ,0  
Liverpool                     ,NMM ADM/L/L170                ,0  
Liverpool                     ,NMM ADM/L/L172                ,0  
Lizard                        ,NMM ADM/L/L178                ,0  
L'Oiseau                      ,NMM ADM/L/L285                ,0  
Loopuijt                      ,"Extract H, Reis 08, p178-200  ",0  
Loopuijt                      ,"Extract H, Reis 5, pp. 79-98  ",0  
Lord Anson                    ,BL L/MAR/B/549B               ,0  
Lord Walsingham               ,BL L/MAR/B/346A               ,0  
Lord Walsingham               ,BL L/MAR/B/346C               ,0  
LOS TRES AMIGOS               ,MS. 159 (4)                   ,0  
Lowestoffe                    ,NMM ADM/L/L214                ,0  
Lucipara's                    ,"Extract O, Reis 23            ",0  
Lucipara's                    ,"Extract O, Reis 25a           ",0  
Lucipara's                    ,"Extract O, Reis 25b           ",0  
Lucipara's                    ,"Extract P, Reis 1             ",0  
Lucipara's                    ,"Extract P, Reis 6, pp 61-69   ",0  
